track_id,title,artist,image,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mbti
78j9wYboWAkB0UxVVq0X0H,Painkiller,Beach Bunny,https://i.scdn.co/image/ab67616d0000b2730ec9ae111708f4b8be932d8b,0.371,0.778,4,22.031,1,0.0497,0.000272,0.000311,0.169,0.482,122.719,enfp
77G0k1La0c5Dw8bAFANcyp,Sports,Beach Bunny,https://i.scdn.co/image/ab67616d0000b273cd8c5684a88874b97247fa4a,0.231,0.877,9,24.722,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,enfp
01TyFEZu6mHbffsVfxgrFn,Show Me How,Men I Trust,https://i.scdn.co/image/ab67616d0000b27340faefaf8ebe0e1564c60faa,0.791,0.267,5,18.003,1,0.0415,0.674,0.534,0.102,0.544,165.99,enfp
0Z0iYAtKYswMYXL3kJtdO4,Chasin' Honey,Wild Party,https://i.scdn.co/image/ab67616d0000b273b2b05168e86b0af78ede0d97,0.526,0.637,7,24.948,1,0.0656,0.02,1.25e-06,0.0978,0.765,176.1,enfp
6H3vlGfkDO5M2WTDMNbdoI,Junior Varsity,Dayglow,https://i.scdn.co/image/ab67616d0000b273ccd63af052f7e438c05f6c94,0.263,0.521,8,21.978,1,0.0465,0.0835,0.0474,0.0891,0.263,74.983,enfp
0DRvClQbN9znQ295sx76VC,Dreams Tonite,Alvvays,https://i.scdn.co/image/ab67616d0000b273b0a48655a55e6d5b499e3d92,0.51,0.622,2,24.273,1,0.0242,0.0108,4.11e-06,0.127,0.424,99.934,enfp
1BYZxKSf0aTxp8ZFoeyM3d,we fell in love in october,girl in red,https://i.scdn.co/image/ab67616d0000b273eb13fbc012815ea6e834e842,0.566,0.366,7,17.192,1,0.028,0.113,0.181,0.155,0.237,129.959,enfp
19C3dH0RpMnYyp2yWwBaZb,Walk You Home,Sir Chloe,https://i.scdn.co/image/ab67616d0000b273f0a623e49cbfc1c664efd4b6,0.374,0.609,0,24.73,0,0.0473,0.289,0.000157,0.175,0.501,155.227,enfp
45ROR8UMn60YEVQnDy0uVF,Juliet,Cavetown,https://i.scdn.co/image/ab67616d0000b27317add53ee7ef16ac10e6f8a9,0.546,0.586,6,21.512,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,enfp
6Py8QOQ4I1286xM9KncPQ4,Lvr Boy,awfultune,https://i.scdn.co/image/ab67616d0000b27389f4b2f72ffa95acb221a64a,0.498,0.0283,6,4.978999999999999,1,0.0427,0.949,1.76e-06,0.251,0.0653,85.473,enfp
7mgI1HLrLMlIHL3wzotbyM,Teenage Blue,Dreamgirl,https://i.scdn.co/image/ab67616d0000b273d531c4f8109c10dbb42d1076,0.178,0.461,11,22.521,1,0.0312,0.837,0.0187,0.133,0.135,180.28,enfp
0Xu6ZcuiQNRqtvvwOxm8y8,6 Weeks,Beach Bunny,https://i.scdn.co/image/ab67616d0000b2730ec9ae111708f4b8be932d8b,0.328,0.86,10,23.337,1,0.0638,0.0802,0.103,0.27,0.625,156.932,enfp
7I1kle4TNmkfednJDKo8GR,If You Want To,beabadoobee,https://i.scdn.co/image/ab67616d0000b273fe11583497b2a332995b88ed,0.666,0.527,9,24.149,1,0.034,0.109,9.02e-05,0.132,0.37,115.979,enfp
0Ceozg27V0Ws9jgQixD8fr,Lose It,SWMRS,https://i.scdn.co/image/ab67616d0000b273b774144cc3b0ce9ace3e7864,0.792,0.41,5,19.859,1,0.0492,0.334,2.19e-05,0.106,0.561,112.043,enfp
0qZngsBTYM37fevbe03IlX,Swimming,Lunar Vacation,https://i.scdn.co/image/ab67616d0000b273ddf48593e7711704b828a5ed,0.435,0.404,4,16.747999999999998,1,0.0266,0.0366,0.351,0.117,0.366,154.959,enfp
5QJuMhGWTUB4t9BqR7ndL3,Make Me Your Queen,Declan McKenna,https://i.scdn.co/image/ab67616d0000b273ec8be21d32e663885fbb244e,0.491,0.666,2,23.58,1,0.0317,0.00146,1.29e-06,0.104,0.26,125.041,enfp
3zksbXteOCeSusJ5Xltr3t,Bubble Gum,Clairo,https://i.scdn.co/image/ab67616d0000b2735d93417bde90e0bd951dab08,0.509,0.0167,9,5.361000000000001,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,enfp
52zzYSu7RUsSFn8cZlVjWp,She Plays Bass,beabadoobee,https://i.scdn.co/image/ab67616d0000b27370d6dcccfcf01c9f9e7a9268,0.447,0.89,9,26.177,0,0.047,0.000147,0.021,0.101,0.269,136.066,enfp
0ltmioOsLQsL0OFgcPbdVi,i saw you in a dream,The Japanese House,https://i.scdn.co/image/ab67616d0000b2731e7432b0c27279e2540fdf28,0.26,0.261,4,20.349,1,0.0358,0.837,0.0,0.249,0.226,138.2,enfp
1175r6ZmkUjX8dRJLz9Ohk,I Love You So,The Walters,https://i.scdn.co/image/ab67616d0000b273acf9c94f73fede70cca51d5e,0.578,0.669,10,25.102,1,0.0377,0.65,0.0,0.13,0.503,75.995,enfp
57HJa4ktE7iHGrbFhwzEr2,Fuzzybrain,Dayglow,https://i.scdn.co/image/ab67616d0000b273ccd63af052f7e438c05f6c94,0.488,0.51,7,21.633,1,0.026,0.0233,0.15,0.143,0.368,104.959,enfp
0QtWg6I0Y6WM4uoX523SH3,Song for Me,Greer,https://i.scdn.co/image/ab67616d0000b2737e5e7b7b67a4854a82020590,0.316,0.909,10,24.617,1,0.0613,0.0274,0.0361,0.108,0.399,102.816,enfp
1jJci4qxiYcOHhQR247rEU,Kids,MGMT,https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb,0.451,0.931,9,26.129,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,enfp
2TI2fw9FWPeah6N4k1b4NU,This Is Home,Cavetown,https://i.scdn.co/image/ab67616d0000b2734dd01f967d91a9b118e1ce16,0.81,0.266,7,17.522,1,0.0407,0.56,1.05e-06,0.0962,0.212,130.041,enfp
6ie2Bw3xLj2JcGowOlcMhb,Green Light,Lorde,https://i.scdn.co/image/ab67616d0000b273f8553e18a11209d4becd0336,0.594,0.721,2,22.188,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,enfp
57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),Wallows,https://i.scdn.co/image/ab67616d0000b27384feca0133d9a8e6539a8325,0.682,0.683,8,23.556,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,enfp
2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,0.575,0.386,9,20.416,0,0.037,0.785,0.000289,0.229,0.466,116.408,enfp
52ojopYMUzeNcudsoz7O9D,"New Person, Same Old Mistakes",Tame Impala,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,0.47,0.809,8,23.259999999999998,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,enfp
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0.686,0.662,7,21.494999999999997,1,0.0413,0.467,0.0023,0.109,0.706,147.922,enfp
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,0.448,0.838,4,24.743000000000002,0,0.0557,0.21,0.000131,0.131,0.254,139.863,enfp
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,https://i.scdn.co/image/ab67616d0000b2738c4e95986c803791125e8991,0.388,0.338,10,19.945999999999998,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,enfp
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,0.818,0.705,6,23.320999999999998,1,0.177,0.00836,0.00233,0.613,0.772,138.559,enfp
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,BENEE,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,0.863,0.631,7,25.311,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,enfp
1Ac5BDsGUMQ3tsW2vnc52x,First Love / Late Spring,Mitski,https://i.scdn.co/image/ab67616d0000b27350f8ace2690355fa20e58227,0.443,0.545,0,21.804000000000002,1,0.0273,0.000813,0.0137,0.202,0.104,99.914,enfp
7fwE3Nr0RsTzYOocfu2XbV,Never,Mag.Lo,https://i.scdn.co/image/ab67616d0000b27351b0b0af87a9fc24f963e6a4,0.519,0.637,9,22.785,0,0.113,0.834,0.517,0.114,0.114,110.174,enfp
1qzxS6BHsAQLJqzuzQPDRS,Crush,Danny Knutelsky,https://i.scdn.co/image/ab67616d0000b273d3462b0504688a9533e7a8cb,0.658,0.667,9,20.374000000000002,0,0.0329,0.0224,0.000941,0.152,0.824,135.022,esfj
5mIOsPuQdXchVY0jB5NO9Q,4EVER,Clairo,https://i.scdn.co/image/ab67616d0000b27371179dd3ac3cba1d14920469,0.75,0.585,9,22.424,0,0.0285,0.049,0.00552,0.155,0.584,102.331,isfp
78Vm1H6bT8WQyPNyx7HBhP,No Wind Resistance!,Kinneret,https://i.scdn.co/image/ab67616d0000b273f1a863fbd0eb41e37d038bac,0.692,0.494,1,17.768,0,0.0581,0.234,0.00453,0.122,0.469,139.874,isfp
0KyAGiNGUytG5JLxJu4F6l,Pretty Girl,Clairo,https://i.scdn.co/image/ab67616d0000b273efe812ae54f0698a32ccae14,0.93,0.611,0,25.594,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,isfp
5Bge1Dsqjc14hhGguYML5w,Why Do You Feel So Down,Declan McKenna,https://i.scdn.co/image/ab67616d0000b273ec8be21d32e663885fbb244e,0.558,0.909,7,24.149,1,0.0406,0.0576,0.0,0.102,0.452,114.56,isfp
6lgA1MVkKnb8X77GC4vjJl,Sedona,Sir Chloe,https://i.scdn.co/image/ab67616d0000b273f6ab3aa52a1b776a859c9ec7,0.539,0.548,11,24.59,1,0.0288,0.171,0.0,0.126,0.373,75.001,infp
3XB7Bj814J1AwcENHCkTcv,Choking on Flowers,Fox Academy,https://i.scdn.co/image/ab67616d0000b273c368ebfb7700831ef8c9d9ef,0.137,0.593,4,18.192999999999998,1,0.0427,0.967,0.907,0.166,0.266,82.74,infp
18Zr5WWu7X9LVool3pJRum,Two Slow Dancers,Mitski,https://i.scdn.co/image/ab67616d0000b273257f81958be25db29f328159,0.225,0.106,0,16.834,1,0.0328,0.797,0.000767,0.108,0.0535,81.392,infp
3GaamyFHQYbQi1ykc4nV4o,High,Slow Pulp,https://i.scdn.co/image/ab67616d0000b27390650066f81cecbc2d7926f3,0.545,0.434,10,21.674,1,0.0292,0.157,2.63e-05,0.0828,0.234,139.828,infp
5poS8LyxohSACjuIZ61EyS,Hey Kids,Molina,https://i.scdn.co/image/ab67616d0000b2730ad149b7241c212290bb11cf,0.581,0.533,4,21.567,0,0.0274,0.0217,0.00539,0.259,0.466,87.017,infp
4mlqHOqOXja92BT4M51lkj,I Like You,dandelion hands,https://i.scdn.co/image/ab67616d0000b2731936dfa81ba2eb3113fc489f,0.35,0.1,4,11.509,1,0.0328,0.989,0.545,0.11,0.135,108.74,infp
0Ii6Ec7qLQqniKG4Bgfl8J,A Burning Hill,Mitski,https://i.scdn.co/image/ab67616d0000b27351630f0f26aff5bbf9e10835,0.464,0.19,2,15.022,1,0.0367,0.785,0.00296,0.109,0.104,132.034,infp
6kozKuGHR5f6pGZ99EGdqI,In a Year of 13 Moons,Current Joys,https://i.scdn.co/image/ab67616d0000b27391d56fa45255ce6cb6708378,0.594,0.219,9,14.795,0,0.0369,0.88,0.00197,0.0799,0.0488,92.16,infp
49UDOG8DoBajXTJSTqfRMg,Kyoto,Phoebe Bridgers,https://i.scdn.co/image/ab67616d0000b2733040ca980277cf1445934add,0.599,0.742,11,23.114,1,0.0419,0.0488,0.32,0.0916,0.493,131.014,infp
703BT1NQsfIwPFv8MXQ47m,Dreams,Fleetwood Mac,https://i.scdn.co/image/ab67616d0000b2735e66bc0df2bd18e746dbb823,0.823,0.338,0,14.101,1,0.0413,0.139,0.00129,0.5,0.785,120.473,infp
1VqYfdsorchSvhXW6gtBzo,"Dream, Ivory","Dream, Ivory",https://i.scdn.co/image/ab67616d0000b273a652fc5ec0a0f1ba10168c71,0.537,0.568,1,25.171,1,0.0285,0.0796,0.332,0.0701,0.193,120.064,infp
1XrSjpNe49IiygZfzb74pk,What Once Was,Her's,https://i.scdn.co/image/ab67616d0000b273fc1bc1cf80c431c2bdbde601,0.526,0.877,3,25.631,0,0.033,0.172,0.0108,0.223,0.436,145.568,infp
1lpLrlyweOShEKXT1bpcDd,Looking Out for You,Joy Again,https://i.scdn.co/image/ab67616d0000b273c9a6fa938fadcdd635aec56a,0.682,0.9,9,24.972,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,infp
0TEekvXTomKt3hdXDZxxeW,Ribs,Lorde,https://i.scdn.co/image/ab67616d0000b27333a859e36fdc9a27ed86516e,0.511,0.472,4,20.723,1,0.091,0.534,0.614,0.11,0.0399,127.978,infp
7M3HuQRRAm1QD4kftmq0bb,Amour plastique,Videoclub,https://i.scdn.co/image/ab67616d0000b273fb35bd51df43765ef89a13ce,0.7,0.354,6,15.957,0,0.0345,0.765,0.00158,0.128,0.245,119.965,infp
7MBSbBrx0TvBYyKEcpGcJb,Sweet Marie,The Walters,https://i.scdn.co/image/ab67616d0000b273582e6a30d15b8bfda2b50cdc,0.245,0.425,9,21.621000000000002,1,0.0324,0.914,0.646,0.116,0.254,203.816,infp
0hNhlwnzMLzZSlKGDCuHOo,Space Song,Beach House,https://i.scdn.co/image/ab67616d0000b273fc685af465876c629ad111ef,0.508,0.788,0,22.712,0,0.0296,0.233,0.13,0.144,0.586,147.06,infp
6sALLrBPX30ptG1HWH6vmW,Moon Song,Phoebe Bridgers,https://i.scdn.co/image/ab67616d0000b2733040ca980277cf1445934add,0.38,0.24,1,17.456,1,0.0514,0.871,0.00287,0.107,0.172,103.818,infp
5MeUMSRreLHYLhw8ZTyqpk,Renee,SALES,https://i.scdn.co/image/ab67616d0000b2730b6cf09d061f569dd906e490,0.924,0.386,9,21.817,1,0.0548,0.755,0.00253,0.118,0.424,108.957,infp
2enPRFda84VE2wtI8c86Uf,Always Forever,Cults,https://i.scdn.co/image/ab67616d0000b273bb2c501e91fd02780cd332c6,0.174,0.742,8,24.07,1,0.0485,0.00181,0.281,0.198,0.36,163.378,infp
5F3DM6Iz4axGiLUhxvQLs1,welcome and goodbye,"Dream, Ivory",https://i.scdn.co/image/ab67616d0000b273e2f88445df9cb887332ed9ba,0.583,0.717,0,24.788,0,0.0266,0.0196,0.745,0.0766,0.673,139.995,infp
1bqrRn1pJWowNLA5N9L6uW,Meet Me in the Woods,Lord Huron,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81,0.543,0.925,6,23.217,0,0.0448,0.392,0.456,0.0668,0.594,80.499,infp
6Fqf0OTfB9VPfYk2HfBhPn,Freakin' Out On the Interstate,Briston Maroney,https://i.scdn.co/image/ab67616d0000b273d9ab9c04123be3bc2cf7a77d,0.452,0.79,4,24.990000000000002,1,0.0534,0.391,0.0,0.303,0.362,143.861,infp
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,Troye Sivan,https://i.scdn.co/image/ab67616d0000b273c9eb4c87e1d7f5353908b712,0.578,0.537,9,21.323999999999998,1,0.0832,0.162,0.0,0.076,0.25,83.909,infp
7KVA9XflawdJaRBd1XYkJu,Hug All Ur Friends,Cavetown,https://i.scdn.co/image/ab67616d0000b27317add53ee7ef16ac10e6f8a9,0.621,0.177,7,16.913,1,0.0433,0.821,0.0,0.0709,0.0787,129.88,infp
4nz6Mx9m84P6Cn4cJp2BJR,Don't Go,The Greeting Committee,https://i.scdn.co/image/ab67616d0000b27388fc8fe17e9a38c909f52066,0.611,0.629,10,21.810000000000002,1,0.0383,0.145,0.000299,0.0961,0.542,158.017,infp
0ZP3E9L1I0C6rmD0CAKqDc,Silly Girl,chloe moriondo,https://i.scdn.co/image/ab67616d0000b273a21a30e9850057345cce3182,0.479,0.0436,0,7.151,1,0.0639,0.944,9.42e-05,0.126,0.133,79.141,infp
4AlRhBbEGUinEOSJAuw1PK,Alone Time,TEMPOREX,https://i.scdn.co/image/ab67616d0000b27369d098be64bae871b54c2096,0.676,0.417,0,18.612000000000002,1,0.0293,0.736,0.357,0.0899,0.553,89.004,infp
1H7zdcRD0gLGQY0w5ejGgX,Lovers Rock,TV Girl,https://i.scdn.co/image/ab67616d0000b2733cfca71bb96dacbb1c0fb2bf,0.559,0.871,5,24.662,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,infp
190IqlryWu91WBKeDgZqZz,Only in My Dreams,The Marías,https://i.scdn.co/image/ab67616d0000b2730924b9c6232d2348d4efa0dc,0.518,0.496,10,18.393,1,0.0292,0.41,0.1,0.0999,0.281,143.921,infp
5gxSuOJNcu4s05gXNSYahM,Kim,Joy Again,https://i.scdn.co/image/ab67616d0000b273ce7368cb779cc5446e275f70,0.472,0.928,8,24.724,1,0.206,0.0134,0.00208,0.314,0.563,181.088,infp
5VnaOLeK1lKfULuNwet8ck,Flowers,In Love With a Ghost,https://i.scdn.co/image/ab67616d0000b2738a129baedb4c323bd8e87647,0.641,0.24,8,10.893,1,0.047,0.979,0.866,0.234,0.32,99.02,infp
3My7lwGD0D1SvJ2JzSipUN,Killer Whale,Boyscott,https://i.scdn.co/image/ab67616d0000b273dfe1b27544c677d741c0c51e,0.615,0.617,2,20.685000000000002,1,0.036,0.249,0.928,0.106,0.188,91.948,infp
5jSBnH9NyaNP5zdSB3pwgu,Gimme Love,Joji,https://i.scdn.co/image/ab67616d0000b27323c552a7a4fdafac02e08c34,0.484,0.632,5,23.083,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,infp
6WW4E1j4S1HflyvOdAFp7u,George,Lowertown,https://i.scdn.co/image/ab67616d0000b273cf60fc919064993d8d31ca3b,0.282,0.593,0,18.031,1,0.0594,0.576,0.074,0.138,0.35,135.222,infp
3xbDgbZr6lIoggCsoi3rZ3,Telephones,Vacations,https://i.scdn.co/image/ab67616d0000b2731fed61780bb4246ddd9d0b24,0.526,0.447,2,20.732,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,infp
1cHWcR8wg93s6BkQMbWAMY,Midnight Surf,The Velveteins,https://i.scdn.co/image/ab67616d0000b2737ca8a7feedca341eece79804,0.155,0.862,0,24.683,1,0.0683,0.0361,0.000614,0.263,0.219,77.239,infp
5Po5YmT4RhawSeqNXx5m0o,Maybe You're the Reason,The Japanese House,https://i.scdn.co/image/ab67616d0000b2731e7432b0c27279e2540fdf28,0.621,0.762,5,23.624,1,0.0328,0.106,2.71e-06,0.302,0.395,95.014,infp
2WZ3zMVFxuC5i20jQrnPyE,Runaway,AURORA,https://i.scdn.co/image/ab67616d0000b2734d8a06df8f07a0ecd8d3dbbe,0.422,0.302,11,20.786,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,isfp
7CFfqRW50ffULvBv7lfIIg,Violent,carolesdaughter,https://i.scdn.co/image/ab67616d0000b2734c45a78f4aeaf419f25135f5,0.797,0.755,2,24.607,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,isfp
6D60SYI1Jk4V023qpJa4oi,Goth Babe,Surf Curse,https://i.scdn.co/image/ab67616d0000b273419b86b4ab35e2948af8bec2,0.414,0.889,11,20.422,1,0.0567,0.000109,4.25e-06,0.0705,0.512,100.243,isfp
3DYZKxjG8SZrWpVcoUilqQ,Cut My Hair,Mounika.,https://i.scdn.co/image/ab67616d0000b2732882d91037e3a89b54a103f1,0.824,0.296,10,16.439999999999998,1,0.138,0.316,0.0115,0.0742,0.287,75.008,isfp
7FjIYiD53wxlQmzTT6Wdpf,space girl,Frances Forever,https://i.scdn.co/image/ab67616d0000b2735bf94c975a1a77b614c00283,0.669,0.395,9,20.402,1,0.03,0.332,0.000196,0.37,0.196,125.979,isfp
6SZwj6cjc8JQbkrr8cbIUn,Oh Klahoma,Jack Stauber,https://i.scdn.co/image/ab67616d0000b273f65bfa6478ec5f1895d37d8f,0.697,0.401,7,19.784,1,0.0543,0.43,0.0109,0.316,0.478,108.996,isfp
4Kpt4pk9xgOlIgu9qvUrxC,walk but in a garden (with mxmtoon),LLusion,https://i.scdn.co/image/ab67616d0000b273ce776769ed7249e6a28f7afe,0.747,0.506,6,24.991,1,0.146,0.774,0.0245,0.162,0.6,79.913,isfp
2zzLRQ78kKfPTx8FJQCdC2,When The Sun Goes Down,Arctic Monkeys,https://i.scdn.co/image/ab67616d0000b2736b3fa88bdd4af566fbbf2bbf,0.348,0.875,11,25.242,0,0.199,0.0341,0.0,0.117,0.407,169.152,isfp
5q4BpnMrYEFzLO0dYODj6J,The Louvre,Lorde,https://i.scdn.co/image/ab67616d0000b273f8553e18a11209d4becd0336,0.664,0.382,0,20.023,1,0.047,0.239,0.00749,0.0943,0.126,123.214,isfp
6lhuBaygBqxBjdcXrM685k,Rue,girl in red,https://i.scdn.co/image/ab67616d0000b273ae10a08bee6a76a6e690a097,0.582,0.772,4,20.561999999999998,0,0.0559,0.102,0.0449,0.168,0.273,124.975,isfp
1MHYAqWWdDRePmnqORynrq,Kathleen,Catfish and the Bottlemen,https://i.scdn.co/image/ab67616d0000b273b87da477ad10e87b09b88d1e,0.489,0.892,11,25.243000000000002,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,isfp
3sa1wUB8FAkoH95MGPGBWI,Michelle,Sir Chloe,https://i.scdn.co/image/ab67616d0000b273c852d66144c55d43b9d8b276,0.366,0.439,4,24.762,1,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,isfp
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,0.691,0.631,2,23.522,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,isfp
63Lg0ZiNxedzbub29hv6VT,West Coast,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b273f8d13d33b7a341869ee2338b,0.527,0.591,6,22.336,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,isfp
0VD1GQqBRp3oAx1Sv1lNKd,High By The Beach,Lana Del Rey,https://i.scdn.co/image/ab67616d0000b27356b56fcc051a18c922a3d5a0,0.536,0.486,11,18.933,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,isfp
5s2zbxZI4Ym5LTKwjZHS2V,Jealous,Eyedress,https://i.scdn.co/image/ab67616d0000b273a56906d8f2ddb9642ee6e6e9,0.474,0.921,9,19.569000000000003,0,0.0457,0.00491,0.859,0.476,0.696,93.007,isfp
0IOFbRuU9O7BsRMVBT6Rbo,Ophelia,The Lumineers,https://i.scdn.co/image/ab67616d0000b27366f6f81d7f8e0e9a580d464c,0.664,0.576,5,23.570999999999998,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,isfp
21xou84xCn9aF4z2N5GzTK,Life's Too Short,Wild Party,https://i.scdn.co/image/ab67616d0000b273b2b05168e86b0af78ede0d97,0.524,0.831,6,24.75,1,0.0287,0.000965,0.0,0.0904,0.458,93.003,isfp
6gpSU2C1VJq0xaVIGtQPVi,Francis Forever,Mitski,https://i.scdn.co/image/ab67616d0000b27350f8ace2690355fa20e58227,0.535,0.448,2,20.833,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.984,isfp
0U3u0HdRQjD8mAMYBak4Ok,Saw You In A Dream,The Japanese House,https://i.scdn.co/image/ab67616d0000b2734408ede3829b9cbcaea9f3b8,0.607,0.451,4,21.794,1,0.0286,0.0604,0.0,0.19,0.676,94.054,isfp
67EUBsc4qosGOVbaYy6TeX,Boys Will Be Bugs,Cavetown,https://i.scdn.co/image/ab67616d0000b273c76f7458eab8e264a26fbad5,0.608,0.528,1,18.278,1,0.0338,0.00387,1.4e-05,0.106,0.454,89.221,isfp
3sgf2a905hjZ81tXYytY6i,This Side of Paradise,Coyote Theory,https://i.scdn.co/image/ab67616d0000b273bc146c7ff1eae7bf3b1690eb,0.278,0.662,9,23.925,1,0.0295,0.386,1.14e-05,0.134,0.274,181.683,isfp
5ErtQGRKEibK2WHaA729O8,Me and My Husband,Mitski,https://i.scdn.co/image/ab67616d0000b273257f81958be25db29f328159,0.497,0.639,1,24.69,1,0.0273,0.0478,0.0,0.39,0.766,171.95,isfp
6F5mZpEEjhsAW8UEqbIpz1,Tired,beabadoobee,https://i.scdn.co/image/ab67616d0000b273fe11583497b2a332995b88ed,0.63,0.418,7,22.889,0,0.0254,0.483,0.15,0.111,0.345,140.037,isfp
44uCMdE6RWnkOFYTtbmUUc,Cherry Cola,Kuwada,https://i.scdn.co/image/ab67616d0000b27352a6eabad98cde4e6e317b9c,0.777,0.635,5,23.677,0,0.0392,0.764,2.25e-06,0.155,0.653,138.04,isfp
57ifn7s0IPnqCgXXHXQCHL,Airplane Mode,Limbo,https://i.scdn.co/image/ab67616d0000b273d9fc9df665b188e5c571d199,0.665,0.373,7,19.369,1,0.158,0.852,0.118,0.108,0.07,119.905,isfp
0JuSzMSHwpTlbfKlF4uQi6,cliché,mxmtoon,https://i.scdn.co/image/ab67616d0000b2730f0835c32f3aad3855a65554,0.541,0.208,1,12.011,0,0.368,0.908,0.0,0.163,0.65,94.927,isfp
0ZK8TGOsngrstVPsnrHbK1,Peach Pit,Peach Pit,https://i.scdn.co/image/ab67616d0000b273241c6f0d19ffcda38f58c7f8,0.515,0.804,6,24.655,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,isfp
43O3Iu8mDJy10i6k8SVRXX,Take It or Leave It,Cage The Elephant,https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12,0.71,0.847,0,26.991,1,0.0892,0.0289,0.00033,0.0613,0.65,119.944,isfp
3mUuD7ec0lWqwSZnTiQ58J,Real Love,Big Thief,https://i.scdn.co/image/ab67616d0000b2737c489be841df6272caed47e9,0.303,0.494,0,23.502,1,0.037,0.0329,8.11e-05,0.144,0.148,128.658,isfp
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,Clairo,https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc,0.744,0.619,0,20.195,1,0.039,0.598,0.00372,0.231,0.641,112.997,isfp
5Ss6DqCldgTmIo6BekVOJT,You Say I'm in Love,Banes World,https://i.scdn.co/image/ab67616d0000b273a6fa743127e9cd0e58677df1,0.625,0.285,1,13.314,0,0.0537,0.438,0.00279,0.192,0.357,140.02,isfp
02tvc9CFnTyHuSRlGeNv9w,Corduroy Dreams,Rex Orange County,https://i.scdn.co/image/ab67616d0000b273dbf3c10406ac999c39bf4a97,0.608,0.305,4,15.963,1,0.053,0.653,0.0,0.103,0.222,113.818,isfp
3h3pOvw6hjOvZxRUseB7h9,i wanna be your girlfriend,girl in red,https://i.scdn.co/image/ab67616d0000b2738208bad5c9e425bafa68191e,0.54,0.381,7,15.677,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,isfp
3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever - Remastered 2009,The Beatles,https://i.scdn.co/image/ab67616d0000b273692d9189b2bd75525893f0c1,0.39,0.502,10,17.723,1,0.178,0.336,0.000138,0.0713,0.289,97.871,isfp
0XVoD3TmJVEYdRzZoe0Ewy,Love Taste,Moe Shop,https://i.scdn.co/image/ab67616d0000b2733ce297024e95a72f027c5d14,0.673,0.637,11,21.978,0,0.28,0.000837,0.846,0.16,0.592,110.01,esfp
