_id,album.artists,album.images,album.release_date,id,name,popularity,type
61b1eebb2dde1bd4a71304cd,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK""},""href"":""https://api.spotify.com/v1/artists/2uYWxilOVlUdk4oV9DvwqK"",""id"":""2uYWxilOVlUdk4oV9DvwqK"",""name"":""Mitski"",""type"":""artist"",""uri"":""spotify:artist:2uYWxilOVlUdk4oV9DvwqK""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273e90db8983ebd43b776694179"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02e90db8983ebd43b776694179"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851e90db8983ebd43b776694179"",""width"":64}]",2014-11-11,5411TEB6tlzvuF5A4oyldr,Francis Forever,75,isfp
61b1eebb2dde1bd4a71304ce,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3IunaFjvNKj98JW89JYv9u""},""href"":""https://api.spotify.com/v1/artists/3IunaFjvNKj98JW89JYv9u"",""id"":""3IunaFjvNKj98JW89JYv9u"",""name"":""The Japanese House"",""type"":""artist"",""uri"":""spotify:artist:3IunaFjvNKj98JW89JYv9u""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b2734408ede3829b9cbcaea9f3b8"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e024408ede3829b9cbcaea9f3b8"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d000048514408ede3829b9cbcaea9f3b8"",""width"":64}]",2017-06-30,0U3u0HdRQjD8mAMYBak4Ok,Saw You In A Dream,69,isfp
61b1eebb2dde1bd4a71304cf,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2hR4h1Cao2ueuI7Cx9c7V8""},""href"":""https://api.spotify.com/v1/artists/2hR4h1Cao2ueuI7Cx9c7V8"",""id"":""2hR4h1Cao2ueuI7Cx9c7V8"",""name"":""Cavetown"",""type"":""artist"",""uri"":""spotify:artist:2hR4h1Cao2ueuI7Cx9c7V8""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27317add53ee7ef16ac10e6f8a9"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0217add53ee7ef16ac10e6f8a9"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485117add53ee7ef16ac10e6f8a9"",""width"":64}]",2019-04-12,6suYoN4gFkanqOBn5yRnJC,Boys Will Be Bugs,77,isfp
61b1eebb2dde1bd4a71304d0,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/48vmXfV0QPy3ljXBp81Fwn""},""href"":""https://api.spotify.com/v1/artists/48vmXfV0QPy3ljXBp81Fwn"",""id"":""48vmXfV0QPy3ljXBp81Fwn"",""name"":""Coyote Theory"",""type"":""artist"",""uri"":""spotify:artist:48vmXfV0QPy3ljXBp81Fwn""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273d45404b4c5a5444cb06c9f7b"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02d45404b4c5a5444cb06c9f7b"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851d45404b4c5a5444cb06c9f7b"",""width"":64}]",2020-12-11,79EkGysjP2dL5GdpeQjRxT,This Side of Paradise,79,isfp
61b1eebb2dde1bd4a71304d1,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK""},""href"":""https://api.spotify.com/v1/artists/2uYWxilOVlUdk4oV9DvwqK"",""id"":""2uYWxilOVlUdk4oV9DvwqK"",""name"":""Mitski"",""type"":""artist"",""uri"":""spotify:artist:2uYWxilOVlUdk4oV9DvwqK""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02c428f67b4a9b7e1114dfc117"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851c428f67b4a9b7e1114dfc117"",""width"":64}]",2018-08-17,3pANfZVFdtuVnJsE6xa5Ox,Me and My Husband,78,isfp
61b1eebb2dde1bd4a71304d2,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/35l9BRT7MXmM8bv2WDQiyB""},""href"":""https://api.spotify.com/v1/artists/35l9BRT7MXmM8bv2WDQiyB"",""id"":""35l9BRT7MXmM8bv2WDQiyB"",""name"":""beabadoobee"",""type"":""artist"",""uri"":""spotify:artist:35l9BRT7MXmM8bv2WDQiyB""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273fe11583497b2a332995b88ed"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02fe11583497b2a332995b88ed"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851fe11583497b2a332995b88ed"",""width"":64}]",2018-12-07,6F5mZpEEjhsAW8UEqbIpz1,Tired,74,isfp
61b1eebb2dde1bd4a71304d3,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/66LFdGYtbmJ6G8sArrkfsu""},""href"":""https://api.spotify.com/v1/artists/66LFdGYtbmJ6G8sArrkfsu"",""id"":""66LFdGYtbmJ6G8sArrkfsu"",""name"":""Kuwada"",""type"":""artist"",""uri"":""spotify:artist:66LFdGYtbmJ6G8sArrkfsu""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27352a6eabad98cde4e6e317b9c"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0252a6eabad98cde4e6e317b9c"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485152a6eabad98cde4e6e317b9c"",""width"":64}]",2018-02-09,44uCMdE6RWnkOFYTtbmUUc,Cherry Cola,64,isfp
61b1eebb2dde1bd4a71304d4,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/13VunSzrVSmJBpUWxUajJF""},""href"":""https://api.spotify.com/v1/artists/13VunSzrVSmJBpUWxUajJF"",""id"":""13VunSzrVSmJBpUWxUajJF"",""name"":""Limbo"",""type"":""artist"",""uri"":""spotify:artist:13VunSzrVSmJBpUWxUajJF""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27393b80cc9f023064b3b8ca7b2"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0293b80cc9f023064b3b8ca7b2"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485193b80cc9f023064b3b8ca7b2"",""width"":64}]",2018-01-08,69GQG5cXGUFq4dqCbExWui,Airplane Mode,68,isfp
61b1eebb2dde1bd4a71304d5,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/0HthCchcL0kVLHTr113Vk1""},""href"":""https://api.spotify.com/v1/artists/0HthCchcL0kVLHTr113Vk1"",""id"":""0HthCchcL0kVLHTr113Vk1"",""name"":""mxmtoon"",""type"":""artist"",""uri"":""spotify:artist:0HthCchcL0kVLHTr113Vk1""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27343def9298e39310a2033b8d1"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0243def9298e39310a2033b8d1"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485143def9298e39310a2033b8d1"",""width"":64}]",2018-12-07,2h3Q3wDxLNfBh0yX8d3jib,cliché,66,isfp
61b1eebb2dde1bd4a71304d6,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6fC2AcsQtd9h4BWELbbire""},""href"":""https://api.spotify.com/v1/artists/6fC2AcsQtd9h4BWELbbire"",""id"":""6fC2AcsQtd9h4BWELbbire"",""name"":""Peach Pit"",""type"":""artist"",""uri"":""spotify:artist:6fC2AcsQtd9h4BWELbbire""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273241c6f0d19ffcda38f58c7f8"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02241c6f0d19ffcda38f58c7f8"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851241c6f0d19ffcda38f58c7f8"",""width"":64}]",2018-06-27,0ZK8TGOsngrstVPsnrHbK1,Peach Pit,65,isfp
61b1eebb2dde1bd4a71304d7,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/26T3LtbuGT1Fu9m0eRq5X3""},""href"":""https://api.spotify.com/v1/artists/26T3LtbuGT1Fu9m0eRq5X3"",""id"":""26T3LtbuGT1Fu9m0eRq5X3"",""name"":""Cage The Elephant"",""type"":""artist"",""uri"":""spotify:artist:26T3LtbuGT1Fu9m0eRq5X3""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273fb1cb900d28642e668d77b12"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02fb1cb900d28642e668d77b12"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851fb1cb900d28642e668d77b12"",""width"":64}]",2013-10-08,43O3Iu8mDJy10i6k8SVRXX,Take It or Leave It,57,isfp
61b1eebb2dde1bd4a71304d8,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5QdyldG4Fl4TPiOIeMNpBZ""},""href"":""https://api.spotify.com/v1/artists/5QdyldG4Fl4TPiOIeMNpBZ"",""id"":""5QdyldG4Fl4TPiOIeMNpBZ"",""name"":""Big Thief"",""type"":""artist"",""uri"":""spotify:artist:5QdyldG4Fl4TPiOIeMNpBZ""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273b0b367262da7a05352e0b8fe"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02b0b367262da7a05352e0b8fe"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851b0b367262da7a05352e0b8fe"",""width"":64}]",2016-05-27,6lU6rPNgmEhilIurtFmkFm,Real Love,54,isfp
61b1eebb2dde1bd4a71304d9,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag""},""href"":""https://api.spotify.com/v1/artists/3l0CmX0FuQjFxr8SK7Vqag"",""id"":""3l0CmX0FuQjFxr8SK7Vqag"",""name"":""Clairo"",""type"":""artist"",""uri"":""spotify:artist:3l0CmX0FuQjFxr8SK7Vqag""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27333ccb60f9b2785ef691b2fbc"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0233ccb60f9b2785ef691b2fbc"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485133ccb60f9b2785ef691b2fbc"",""width"":64}]",2019-08-02,7B3z0ySL9Rr0XvZEAjWZzM,Sofia,83,isfp
61b1eebb2dde1bd4a71304da,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5BCnLrqpwYtufR1bDWn0hG""},""href"":""https://api.spotify.com/v1/artists/5BCnLrqpwYtufR1bDWn0hG"",""id"":""5BCnLrqpwYtufR1bDWn0hG"",""name"":""Banes World"",""type"":""artist"",""uri"":""spotify:artist:5BCnLrqpwYtufR1bDWn0hG""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273a6fa743127e9cd0e58677df1"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02a6fa743127e9cd0e58677df1"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851a6fa743127e9cd0e58677df1"",""width"":64}]",2017-01-26,5Ss6DqCldgTmIo6BekVOJT,"You Say I'm in Love",67,isfp
61b1eebb2dde1bd4a71304db,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/7pbDxGE6nQSZVfiFdq9lOL""},""href"":""https://api.spotify.com/v1/artists/7pbDxGE6nQSZVfiFdq9lOL"",""id"":""7pbDxGE6nQSZVfiFdq9lOL"",""name"":""Rex Orange County"",""type"":""artist"",""uri"":""spotify:artist:7pbDxGE6nQSZVfiFdq9lOL""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273dbf3c10406ac999c39bf4a97"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02dbf3c10406ac999c39bf4a97"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851dbf3c10406ac999c39bf4a97"",""width"":64}]",2016-11-07,02tvc9CFnTyHuSRlGeNv9w,Corduroy Dreams,74,isfp
61b1eebb2dde1bd4a71304dc,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9""},""href"":""https://api.spotify.com/v1/artists/3uwAm6vQy7kWPS2bciKWx9"",""id"":""3uwAm6vQy7kWPS2bciKWx9"",""name"":""girl in red"",""type"":""artist"",""uri"":""spotify:artist:3uwAm6vQy7kWPS2bciKWx9""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b2738208bad5c9e425bafa68191e"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e028208bad5c9e425bafa68191e"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d000048518208bad5c9e425bafa68191e"",""width"":64}]",2018-03-02,3h3pOvw6hjOvZxRUseB7h9,i wanna be your girlfriend,80,isfp
61b1eebb2dde1bd4a71304dd,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2""},""href"":""https://api.spotify.com/v1/artists/3WrFJ7ztbogyGnTHbHJFl2"",""id"":""3WrFJ7ztbogyGnTHbHJFl2"",""name"":""The Beatles"",""type"":""artist"",""uri"":""spotify:artist:3WrFJ7ztbogyGnTHbHJFl2""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273692d9189b2bd75525893f0c1"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02692d9189b2bd75525893f0c1"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851692d9189b2bd75525893f0c1"",""width"":64}]",1967-11-27,3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever - Remastered 2009,71,isfp
61b1eebb2dde1bd4a71304de,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag""},""href"":""https://api.spotify.com/v1/artists/3l0CmX0FuQjFxr8SK7Vqag"",""id"":""3l0CmX0FuQjFxr8SK7Vqag"",""name"":""Clairo"",""type"":""artist"",""uri"":""spotify:artist:3l0CmX0FuQjFxr8SK7Vqag""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27371179dd3ac3cba1d14920469"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0271179dd3ac3cba1d14920469"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485171179dd3ac3cba1d14920469"",""width"":64}]",2018-04-27,5mIOsPuQdXchVY0jB5NO9Q,4EVER,73,isfp
61b1eebb2dde1bd4a71304df,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5pnHmnSlN4hJqjG3VWtdYJ""},""href"":""https://api.spotify.com/v1/artists/5pnHmnSlN4hJqjG3VWtdYJ"",""id"":""5pnHmnSlN4hJqjG3VWtdYJ"",""name"":""Kinneret"",""type"":""artist"",""uri"":""spotify:artist:5pnHmnSlN4hJqjG3VWtdYJ""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273f1a863fbd0eb41e37d038bac"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02f1a863fbd0eb41e37d038bac"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851f1a863fbd0eb41e37d038bac"",""width"":64}]",2019-06-28,78Vm1H6bT8WQyPNyx7HBhP,No Wind Resistance!,67,isfp
61b1eebb2dde1bd4a71304e0,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3l0CmX0FuQjFxr8SK7Vqag""},""href"":""https://api.spotify.com/v1/artists/3l0CmX0FuQjFxr8SK7Vqag"",""id"":""3l0CmX0FuQjFxr8SK7Vqag"",""name"":""Clairo"",""type"":""artist"",""uri"":""spotify:artist:3l0CmX0FuQjFxr8SK7Vqag""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273efe812ae54f0698a32ccae14"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02efe812ae54f0698a32ccae14"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851efe812ae54f0698a32ccae14"",""width"":64}]",2017-08-04,0KyAGiNGUytG5JLxJu4F6l,Pretty Girl,79,isfp
61b1eebb2dde1bd4a71304e1,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9""},""href"":""https://api.spotify.com/v1/artists/3uwAm6vQy7kWPS2bciKWx9"",""id"":""3uwAm6vQy7kWPS2bciKWx9"",""name"":""girl in red"",""type"":""artist"",""uri"":""spotify:artist:3uwAm6vQy7kWPS2bciKWx9""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273eb13fbc012815ea6e834e842"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02eb13fbc012815ea6e834e842"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851eb13fbc012815ea6e834e842"",""width"":64}]",2018-11-21,1BYZxKSf0aTxp8ZFoeyM3d,we fell in love in october,85,isfp
61b1eebb2dde1bd4a71304e2,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/2D4FOOOtWycb3Aw9nY5n3c""},""href"":""https://api.spotify.com/v1/artists/2D4FOOOtWycb3Aw9nY5n3c"",""id"":""2D4FOOOtWycb3Aw9nY5n3c"",""name"":""Declan McKenna"",""type"":""artist"",""uri"":""spotify:artist:2D4FOOOtWycb3Aw9nY5n3c""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273ec8be21d32e663885fbb244e"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02ec8be21d32e663885fbb244e"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851ec8be21d32e663885fbb244e"",""width"":64}]",2017-07-21,5Bge1Dsqjc14hhGguYML5w,Why Do You Feel So Down,67,isfp
61b1eebc2dde1bd4a71304e3,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh""},""href"":""https://api.spotify.com/v1/artists/77SW9BnxLY8rJ0RciFqkHh"",""id"":""77SW9BnxLY8rJ0RciFqkHh"",""name"":""The Neighbourhood"",""type"":""artist"",""uri"":""spotify:artist:77SW9BnxLY8rJ0RciFqkHh""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273ee14a6d816e596e176575962"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02ee14a6d816e596e176575962"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851ee14a6d816e596e176575962"",""width"":64}]",2013-05-08,5v8aEcHcaJIGYpfVVPtJjI,Wires,73,istp
61b1eebc2dde1bd4a71304e4,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/0ZxZlO7oWCSYMXhehpyMvE""},""href"":""https://api.spotify.com/v1/artists/0ZxZlO7oWCSYMXhehpyMvE"",""id"":""0ZxZlO7oWCSYMXhehpyMvE"",""name"":""COIN"",""type"":""artist"",""uri"":""spotify:artist:0ZxZlO7oWCSYMXhehpyMvE""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273667a552700a09676a52ccf0f"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02667a552700a09676a52ccf0f"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851667a552700a09676a52ccf0f"",""width"":64}]",2020-02-21,5czZkLGepjburbkbEaCfm4,Cemetery,62,istp
61b1eebc2dde1bd4a71304e5,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5ictveRyhWRs8Gt8Dvt1hS""},""href"":""https://api.spotify.com/v1/artists/5ictveRyhWRs8Gt8Dvt1hS"",""id"":""5ictveRyhWRs8Gt8Dvt1hS"",""name"":""The Front Bottoms"",""type"":""artist"",""uri"":""spotify:artist:5ictveRyhWRs8Gt8Dvt1hS""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b2736d63200847e10f38aca82f7a"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e026d63200847e10f38aca82f7a"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d000048516d63200847e10f38aca82f7a"",""width"":64}]",2013-05-21,14N3tALR3Mhf7UHpJRKk4L,Twin Size Mattress,67,istp
61b1eebc2dde1bd4a71304e6,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/5ictveRyhWRs8Gt8Dvt1hS""},""href"":""https://api.spotify.com/v1/artists/5ictveRyhWRs8Gt8Dvt1hS"",""id"":""5ictveRyhWRs8Gt8Dvt1hS"",""name"":""The Front Bottoms"",""type"":""artist"",""uri"":""spotify:artist:5ictveRyhWRs8Gt8Dvt1hS""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b2732c98dd8f4413e70f8e736ee4"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e022c98dd8f4413e70f8e736ee4"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d000048512c98dd8f4413e70f8e736ee4"",""width"":64}]",2014-06-17,7FtWXX2sRIGx95t3cPyHw8,Be Nice To Me,63,istp
61b1eebc2dde1bd4a71304e7,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/0e86yPdC41PGRkLp2Q1Bph""},""href"":""https://api.spotify.com/v1/artists/0e86yPdC41PGRkLp2Q1Bph"",""id"":""0e86yPdC41PGRkLp2Q1Bph"",""name"":""Mother Mother"",""type"":""artist"",""uri"":""spotify:artist:0e86yPdC41PGRkLp2Q1Bph""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27373eef2e5d5c258e5ed454c91"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0273eef2e5d5c258e5ed454c91"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485173eef2e5d5c258e5ed454c91"",""width"":64}]",2012-09-18,0rPsA6WNBe8BdSgth2z0HG,Little Pistol,61,istp
61b1eebc2dde1bd4a71304e8,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq""},""href"":""https://api.spotify.com/v1/artists/4yvcSjfu4PC0CYQyLy4wSq"",""id"":""4yvcSjfu4PC0CYQyLy4wSq"",""name"":""Glass Animals"",""type"":""artist"",""uri"":""spotify:artist:4yvcSjfu4PC0CYQyLy4wSq""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273ec3d15eab5bd77027abc4b23"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02ec3d15eab5bd77027abc4b23"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851ec3d15eab5bd77027abc4b23"",""width"":64}]",2016-08-26,37adYGaYaAWTGhBaOzX4Fh,Take A Slice,73,istp
61b1eebc2dde1bd4a71304e9,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/3yJnBqAoRUNeDabdYoiYWD""},""href"":""https://api.spotify.com/v1/artists/3yJnBqAoRUNeDabdYoiYWD"",""id"":""3yJnBqAoRUNeDabdYoiYWD"",""name"":""Pink Guy"",""type"":""artist"",""uri"":""spotify:artist:3yJnBqAoRUNeDabdYoiYWD""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b2731e8fd05e38f85c0a52bf017f"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e021e8fd05e38f85c0a52bf017f"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d000048511e8fd05e38f85c0a52bf017f"",""width"":64}]",2017-01-04,0Dfctnkk9xIikDKJ06uwzo,"She's So Nice",66,istp
61b1eebc2dde1bd4a71304ea,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/6CwfuxIqcltXDGjfZsMd9A""},""href"":""https://api.spotify.com/v1/artists/6CwfuxIqcltXDGjfZsMd9A"",""id"":""6CwfuxIqcltXDGjfZsMd9A"",""name"":""MARINA"",""type"":""artist"",""uri"":""spotify:artist:6CwfuxIqcltXDGjfZsMd9A""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b27336f6918170afcb7fe66130e5"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e0236f6918170afcb7fe66130e5"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d0000485136f6918170afcb7fe66130e5"",""width"":64}]",2010-02-15,4sNwdacKyi2S26WrRtNama,Oh No!,72,istp
61b1eebc2dde1bd4a71304eb,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/1nVq0hKIVReeaiB3xJgKf0""},""href"":""https://api.spotify.com/v1/artists/1nVq0hKIVReeaiB3xJgKf0"",""id"":""1nVq0hKIVReeaiB3xJgKf0"",""name"":""Molchat Doma"",""type"":""artist"",""uri"":""spotify:artist:1nVq0hKIVReeaiB3xJgKf0""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273d4549c0e601fbe7e8622a2f5"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02d4549c0e601fbe7e8622a2f5"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851d4549c0e601fbe7e8622a2f5"",""width"":64}]",2018-09-07,1SHB1hp6267UK9bJQUxYvO,Судно (Борис Рижий),78,istp
61b1eebc2dde1bd4a71304ec,"[{""external_urls"":{""spotify"":""https://open.spotify.com/artist/62F9BiUmjqeXbBztCwiX1U""},""href"":""https://api.spotify.com/v1/artists/62F9BiUmjqeXbBztCwiX1U"",""id"":""62F9BiUmjqeXbBztCwiX1U"",""name"":""Lil Darkie"",""type"":""artist"",""uri"":""spotify:artist:62F9BiUmjqeXbBztCwiX1U""}]","[{""height"":640,""url"":""https://i.scdn.co/image/ab67616d0000b273d4638523848beff19bff7226"",""width"":640},{""height"":300,""url"":""https://i.scdn.co/image/ab67616d00001e02d4638523848beff19bff7226"",""width"":300},{""height"":64,""url"":""https://i.scdn.co/image/ab67616d00004851d4638523848beff19bff7226"",""width"":64}]",2019-10-12,18Gcl5bxdd8bpBhWOj1rCR,HAHA,68,istp
